Identifier,Label,Status,Description,Created,Modified,History notes,Type,Parent identifiers,Parent labels,Level 1,Level 2,Mapping type,Mapped identifier,Mapped label,Mapped status,Mapped type,IsLive,IsMappedLive
7,Business advice and support,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,914,Business continuity advice,Live,Service,1,1
7,Business advice and support,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,351,Business co-operatives,Live,Service,1,1
7,Business advice and support,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,1036,Business directories,Live,Service,1,1
7,Business advice and support,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,692,Business security advice,Live,Service,1,1
7,Business advice and support,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,1139,Business sponsorship opportunities,Live,Service,1,1
7,Business advice and support,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,820,Land and property valuations,Live,Service,1,1
7,Business advice and support,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,622,Support for tourism businesses,Live,Service,1,1
8,Business grants,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,690,Business awards,Live,Service,1,1
8,Business grants,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,350,Business grants,Live,Service,1,1
8,Business grants,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,693,Business security grants,Live,Service,1,1
8,Business grants,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,900,Commercial property development,Live,Service,1,1
8,Business grants,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,496,Shop front improvement grants,Live,Service,1,1
9,Business rates,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,55,Business rate relief,Live,Service,1,1
9,Business rates,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,1672,Business rate supplement,Live,Service,1,1
9,Business rates,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,56,Business rates account enquiries,Live,Service,1,1
9,Business rates,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,54,Business rates annual notification,Live,Service,1,1
10,Careers and employment,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,887,Careers advice,Live,Service,1,1
10,Careers and employment,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,337,Current vacancies,Live,Service,1,1
10,Careers and employment,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,299,Disabled people employment advice,Live,Service,1,1
10,Careers and employment,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,343,Employment and training initiatives,Live,Service,1,1
10,Careers and employment,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,846,Environmental health placements,Live,Service,1,1
10,Careers and employment,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,344,Equal opportunities advice,Live,Service,1,1
10,Careers and employment,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,638,Sports employment,Live,Service,1,1
11,Commercial property,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,1618,Business centres,Live,Service,1,1
11,Commercial property,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,93,Commercial lettings,Live,Service,1,1
11,Commercial property,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,677,Vacant land and property,Live,Service,1,1
12,Health and safety at work,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,429,Accident reporting,Live,Service,1,1
12,Health and safety at work,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,811,Construction site fire safety,Live,Service,1,1
12,Health and safety at work,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,421,Health and safety - prosecutions register,Live,Service,1,1
12,Health and safety at work,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,419,Health and safety regulation,Live,Service,1,1
12,Health and safety at work,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,422,Health and safety training,Live,Service,1,1
12,Health and safety at work,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,1673,Safety of disused mines and tips,Live,Service,1,1
12,Health and safety at work,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,752,Work health and safety advice and training,Live,Service,1,1
12,Health and safety at work,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,718,Occupational health services,Discontinued,Service,1,0
13,Regeneration,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,1693,Business improvement districts (BID),Live,Service,1,1
13,Regeneration,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,714,Compulsory property acquisition,Live,Service,1,1
13,Regeneration,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,348,Economic reports and forecasts,Live,Service,1,1
13,Regeneration,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,824,European and other funding,Live,Service,1,1
13,Regeneration,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,754,Land reclamation,Live,Service,1,1
13,Regeneration,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,347,Local economic development,Live,Service,1,1
13,Regeneration,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,823,Regeneration projects,Live,Service,1,1
13,Regeneration,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,715,Voluntary property acquisition,Live,Service,1,1
15,Trading standards,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,1823,Animal health,Live,Service,1,1
15,Trading standards,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,788,Animal inspection,Live,Service,1,1
15,Trading standards,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,796,Explosives licence,Live,Service,1,1
15,Trading standards,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,789,Fair trading,Live,Service,1,1
15,Trading standards,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,1053,Feed hygiene registration,Live,Service,1,1
15,Trading standards,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,384,Fireworks sales licence,Live,Service,1,1
15,Trading standards,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,791,Food labelling,Live,Service,1,1
15,Trading standards,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,402,Product safety,Live,Service,1,1
15,Trading standards,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,1742,Public weighbridges,Live,Service,1,1
15,Trading standards,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,403,Retail trading standards,Live,Service,1,1
15,Trading standards,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,1127,Trader approval schemes,Live,Service,1,1
15,Trading standards,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,401,Trading standards advice to businesses,Live,Service,1,1
15,Trading standards,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,1125,Under age sales,Live,Service,1,1
15,Trading standards,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,404,Weights and measures,Live,Service,1,1
15,Trading standards,Live,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,contains,1110,Trading standards education,Discontinued,Service,1,0
14,Tenders and contracts,Discontinued,,2013-04-03,2013-04-03,,Function,6,Business and employment,Business and employment,,,,,,,0,0
95,Coastline management,Live,,2013-04-03,2013-04-03,,Function,,,,,,,,,,1,0
96,Coastline,Live,,2013-04-03,2013-04-03,,Function,95,Coastline management,Coastline management,,contains,756,Beach patrols,Live,Service,1,1
96,Coastline,Live,,2013-04-03,2013-04-03,,Function,95,Coastline management,Coastline management,,contains,760,Coastal events,Live,Service,1,1
96,Coastline,Live,,2013-04-03,2013-04-03,,Function,95,Coastline management,Coastline management,,contains,848,Coastal protection,Live,Service,1,1
97,Inland waterways,Live,,2013-04-03,2013-04-03,,Function,95,Coastline management,Coastline management,,contains,556,Canals and waterways,Live,Service,1,1
97,Inland waterways,Live,,2013-04-03,2013-04-03,,Function,95,Coastline management,Coastline management,,contains,780,Houseboat moorings,Live,Service,1,1
97,Inland waterways,Live,,2013-04-03,2013-04-03,,Function,95,Coastline management,Coastline management,,contains,781,Reservoir management,Live,Service,1,1
98,Ports and harbours,Live,,2013-04-03,2013-04-03,,Function,95,Coastline management,Coastline management,,,,,,,1,0
168,Port and harbour facilities,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,98,Ports and harbours,Coastline management,Ports and harbours,contains,757,Boat and trailer parking,Live,Service,1,1
168,Port and harbour facilities,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,98,Ports and harbours,Coastline management,Ports and harbours,contains,758,Boat moorings,Live,Service,1,1
168,Port and harbour facilities,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,98,Ports and harbours,Coastline management,Ports and harbours,contains,769,Boat waste disposal,Live,Service,1,1
168,Port and harbour facilities,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,98,Ports and harbours,Coastline management,Ports and harbours,contains,771,Boat winter storage,Live,Service,1,1
168,Port and harbour facilities,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,98,Ports and harbours,Coastline management,Ports and harbours,contains,759,Cranage,Live,Service,1,1
168,Port and harbour facilities,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,98,Ports and harbours,Coastline management,Ports and harbours,contains,779,Lifebelts,Live,Service,1,1
168,Port and harbour facilities,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,98,Ports and harbours,Coastline management,Ports and harbours,contains,774,Marine docking beds,Live,Service,1,1
