Identifier,Label,Status,Description,Created,Modified,History notes,Type,Parent identifiers,Parent labels,Level 1,Level 2,Mapping type,Mapped identifier,Mapped label,Mapped status,Mapped type,IsLive,IsMappedLive
150,Help and advice for adults,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,163,Counselling,Live,Service,1,1
150,Help and advice for adults,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,239,Disabled people - employment and training schemes,Live,Service,1,1
150,Help and advice for adults,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,730,Drugs advice and support,Live,Service,1,1
150,Help and advice for adults,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,1820,Gambling addiction advice and support,Live,Service,1,1
150,Help and advice for adults,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,917,Management of personal financial affairs,Live,Service,1,1
150,Help and advice for adults,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,200,Pet care when hospitalised,Live,Service,1,1
150,Help and advice for adults,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,1794,Skills for living,Live,Service,1,1
150,Help and advice for adults,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,169,Translation and interpreting,Live,Service,1,1
151,Residential care and housing,Discontinued,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,,,,,,0,0
63,Children and families,Live,,2013-03-04,2013-04-03,,Function,58,Health and social care,Health and social care,,,,,,,1,0
152,Children and young people social care,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and families,Health and social care,Children and families,contains,266,Child protection,Live,Service,1,1
152,Children and young people social care,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and families,Health and social care,Children and families,contains,310,Child protection orders,Live,Service,1,1
152,Children and young people social care,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and families,Health and social care,Children and families,contains,1678,Children's Trust Board,Live,Service,1,1
152,Children and young people social care,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and families,Health and social care,Children and families,contains,878,Common Assessment Framework,Live,Service,1,1
152,Children and young people social care,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and families,Health and social care,Children and families,contains,264,Hospice care for children and young people,Live,Service,1,1
152,Children and young people social care,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and families,Health and social care,Children and families,contains,263,Residential care for children and young people,Live,Service,1,1
152,Children and young people social care,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and families,Health and social care,Children and families,contains,260,Respite care for children and young people,Live,Service,1,1
152,Children and young people social care,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and families,Health and social care,Children and families,contains,1760,Safeguarding Children Board,Live,Service,1,1
152,Children and young people social care,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and families,Health and social care,Children and families,contains,261,Shared care for children and young people,Live,Service,1,1
152,Children and young people social care,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and families,Health and social care,Children and families,contains,1721,Special guardianship order,Live,Service,1,1
25,Early years and childcare,Live,,2013-03-04,2013-03-04,,Function,63,Children and families,Health and social care,Children and families,contains,1601,Bookstart,Live,Service,1,1
25,Early years and childcare,Live,,2013-03-04,2013-03-04,,Function,63,Children and families,Health and social care,Children and families,contains,19,Childcare out of school hours,Live,Service,1,1
25,Early years and childcare,Live,,2013-03-04,2013-03-04,,Function,63,Children and families,Health and social care,Children and families,contains,1680,Childcare sufficiency assessment,Live,Service,1,1
25,Early years and childcare,Live,,2013-03-04,2013-03-04,,Function,63,Children and families,Health and social care,Children and families,contains,21,Childminders,Live,Service,1,1
25,Early years and childcare,Live,,2013-03-04,2013-03-04,,Function,63,Children and families,Health and social care,Children and families,contains,20,Childminding and day care,Live,Service,1,1
25,Early years and childcare,Live,,2013-03-04,2013-03-04,,Function,63,Children and families,Health and social care,Children and families,contains,1741,Early education for 2 year olds,Live,Service,1,1
25,Early years and childcare,Live,,2013-03-04,2013-03-04,,Function,63,Children and families,Health and social care,Children and families,contains,12,Nursery school places,Live,Service,1,1
25,Early years and childcare,Live,,2013-03-04,2013-03-04,,Function,63,Children and families,Health and social care,Children and families,contains,18,School holiday schemes,Live,Service,1,1
153,Fostering and adoption,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and families,Health and social care,Children and families,contains,160,Adoption,Live,Service,1,1
153,Fostering and adoption,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and families,Health and social care,Children and families,contains,1828,Adoption support services,Live,Service,1,1
153,Fostering and adoption,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and families,Health and social care,Children and families,contains,159,Fostering,Live,Service,1,1
153,Fostering and adoption,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and families,Health and social care,Children and families,contains,1781,Staying put arrangement,Live,Service,1,1
154,Looked after children,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and families,Health and social care,Children and families,contains,1769,Care order,Live,Service,1,1
154,Looked after children,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and families,Health and social care,Children and families,contains,1723,Care plan,Live,Service,1,1
154,Looked after children,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and families,Health and social care,Children and families,contains,1282,Educational support for looked after children,Live,Service,1,1
154,Looked after children,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and families,Health and social care,Children and families,contains,1722,Independent visitors for looked after children,Live,Service,1,1
154,Looked after children,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and families,Health and social care,Children and families,contains,840,Support for children in care,Live,Service,1,1
154,Looked after children,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and families,Health and social care,Children and families,contains,918,Support for young people leaving care,Live,Service,1,1
154,Looked after children,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and families,Health and social care,Children and families,contains,1281,Supported employment for looked after children,Live,Service,1,1
29,Special education needs,Live,,2013-03-04,2013-03-04,,Function,63,Children and families,Health and social care,Children and families,contains,8,"Education, health and care (EHC) plan",Live,Service,1,1
29,Special education needs,Live,,2013-03-04,2013-03-04,,Function,63,Children and families,Health and social care,Children and families,contains,9,Special educational needs assessment,Live,Service,1,1
29,Special education needs,Live,,2013-03-04,2013-03-04,,Function,63,Children and families,Health and social care,Children and families,contains,10,Special educational needs placement in mainstream school,Live,Service,1,1
29,Special education needs,Live,,2013-03-04,2013-03-04,,Function,63,Children and families,Health and social care,Children and families,contains,40,Special educational needs transport,Live,Service,1,1
29,Special education needs,Live,,2013-03-04,2013-03-04,,Function,63,Children and families,Health and social care,Children and families,contains,1056,Special provision capital fund,Live,Service,1,1
155,Support for children and young people,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and families,Health and social care,Children and families,contains,700,Advice for young people,Live,Service,1,1
155,Support for children and young people,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and families,Health and social care,Children and families,contains,631,Chaperone service,Live,Service,1,1
155,Support for children and young people,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and families,Health and social care,Children and families,contains,1780,Child assessment order,Live,Service,1,1
155,Support for children and young people,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and families,Health and social care,Children and families,contains,1726,Child employment registration,Live,Service,1,1
155,Support for children and young people,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and families,Health and social care,Children and families,contains,1676,Child poverty needs assessment,Live,Service,1,1
155,Support for children and young people,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and families,Health and social care,Children and families,contains,1677,Child poverty strategy,Live,Service,1,1
155,Support for children and young people,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and families,Health and social care,Children and families,contains,53,Children's centres,Live,Service,1,1
155,Support for children and young people,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and families,Health and social care,Children and families,contains,1579,Family information services,Live,Service,1,1
155,Support for children and young people,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and families,Health and social care,Children and families,contains,831,Family support groups and organisations,Live,Service,1,1
155,Support for children and young people,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and families,Health and social care,Children and families,contains,246,HIV / AIDS support for children and young people,Live,Service,1,1
155,Support for children and young people,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and families,Health and social care,Children and families,contains,1772,Integrated family support,Live,Service,1,1
155,Support for children and young people,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and families,Health and social care,Children and families,contains,837,Preventative services for children and young people,Live,Service,1,1
155,Support for children and young people,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and families,Health and social care,Children and families,contains,1787,Sensory rooms and activities,Live,Service,1,1
155,Support for children and young people,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and families,Health and social care,Children and families,contains,1790,Short breaks,Live,Service,1,1
155,Support for children and young people,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and families,Health and social care,Children and families,contains,1788,"Speech, language and communication therapy",Live,Service,1,1
155,Support for children and young people,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and families,Health and social care,Children and families,contains,300,Young carers support,Live,Service,1,1
22,Youth offending,Live,,2013-03-04,2013-03-04,,Function,63,Children and families,Health and social care,Children and families,contains,1694,Child safety orders,Live,Service,1,1
22,Youth offending,Live,,2013-03-04,2013-03-04,,Function,63,Children and families,Health and social care,Children and families,contains,173,Final warning,Live,Service,1,1
22,Youth offending,Live,,2013-03-04,2013-03-04,,Function,63,Children and families,Health and social care,Children and families,contains,174,Implementation of orders,Live,Service,1,1
22,Youth offending,Live,,2013-03-04,2013-03-04,,Function,63,Children and families,Health and social care,Children and families,contains,175,Parenting orders,Live,Service,1,1
22,Youth offending,Live,,2013-03-04,2013-03-04,,Function,63,Children and families,Health and social care,Children and families,contains,836,Referral orders,Live,Service,1,1
22,Youth offending,Live,,2013-03-04,2013-03-04,,Function,63,Children and families,Health and social care,Children and families,contains,177,Reparation orders,Live,Service,1,1
22,Youth offending,Live,,2013-03-04,2013-03-04,,Function,63,Children and families,Health and social care,Children and families,contains,1768,Supervision order,Live,Service,1,1
22,Youth offending,Live,,2013-03-04,2013-03-04,,Function,63,Children and families,Health and social care,Children and families,contains,176,Youth court procedures,Live,Service,1,1
22,Youth offending,Live,,2013-03-04,2013-03-04,,Function,63,Children and families,Health and social care,Children and families,contains,1695,Youth justice plan,Live,Service,1,1
22,Youth offending,Live,,2013-03-04,2013-03-04,,Function,63,Children and families,Health and social care,Children and families,contains,1598,Youth Rehabilitation Order,Live,Service,1,1
64,Health services,Live,,2013-04-03,2013-04-03,,Function,58,Health and social care,Health and social care,,,,,,,1,0
175,NHS services,Live,,2019-05-16,2019-05-16,Added in May 2019 review,Function,64,Health services,Health and social care,Health services,contains,1814,Hospitals and clinics,Live,Service,1,1
174,Private and community health providers,Live,,2019-05-16,2019-05-16,Added in May 2019 review,Function,64,Health services,Health and social care,Health services,,,,,,1,0
66,Housing,Live,,2013-04-03,2013-04-03,,Function,,,,,,,,,,1,0
68,Homelessness and prevention,Live,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,1817,Help leaving prison,Live,Service,1,1
68,Homelessness and prevention,Live,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,1800,Homelessness assessment,Live,Service,1,1
68,Homelessness and prevention,Live,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,112,Homelessness support,Live,Service,1,1
68,Homelessness and prevention,Live,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,1714,Hostels and emergency accommodation,Live,Service,1,1
69,Housing advice,Live,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,109,Council tenant advice,Live,Service,1,1
69,Housing advice,Live,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,664,Drainage,Live,Service,1,1
69,Housing advice,Live,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,880,Energy efficiency,Live,Service,1,1
69,Housing advice,Live,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,652,Housing advice,Live,Service,1,1
69,Housing advice,Live,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,661,Housing and public health,Live,Service,1,1
69,Housing advice,Live,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,110,Housing legal advice,Live,Service,1,1
69,Housing advice,Live,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,1124,Housing mediation,Live,Service,1,1
69,Housing advice,Live,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,1719,Local authority mortgage scheme (LAMS),Live,Service,1,1
69,Housing advice,Live,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,1616,Private landlord support,Live,Service,1,1
69,Housing advice,Live,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,1617,Tenant references,Live,Service,1,1
69,Housing advice,Live,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,108,Private tenant advice,Discontinued,Service,1,0
70,Improvements and repairs,Live,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,140,Communal housing repairs,Live,Service,1,1
70,Improvements and repairs,Live,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,129,Council home modernisation,Live,Service,1,1
70,Improvements and repairs,Live,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,125,Demolitions - alternative housing,Live,Service,1,1
70,Improvements and repairs,Live,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,126,Demolitions - disturbance allowance,Live,Service,1,1
70,Improvements and repairs,Live,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,127,Demolitions - tenants' responsibilities,Live,Service,1,1
70,Improvements and repairs,Live,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,139,Emergency out of hours housing repairs,Live,Service,1,1
70,Improvements and repairs,Live,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,1054,Housing Care and Repair scheme,Live,Service,1,1
70,Improvements and repairs,Live,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,666,Housing condition surveys,Live,Service,1,1
70,Improvements and repairs,Live,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,144,Housing modernisation schemes,Live,Service,1,1
70,Improvements and repairs,Live,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,141,Housing repairs,Live,Service,1,1
70,Improvements and repairs,Live,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,146,Rechargeable home repairs,Live,Service,1,1
70,Improvements and repairs,Live,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,132,Temporary accommodation during major works,Live,Service,1,1
71,Multiple occupancy homes,Live,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,149,Fair rents inspection,Live,Service,1,1
71,Multiple occupancy homes,Live,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,716,Houses in multiple occupation register,Live,Service,1,1
71,Multiple occupancy homes,Live,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,150,Houses in multiple occupation safety inspection,Live,Service,1,1
71,Multiple occupancy homes,Live,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,1821,Housing enforcement,Live,Service,1,1
71,Multiple occupancy homes,Live,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,717,Landlord accreditation,Live,Service,1,1
71,Multiple occupancy homes,Live,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,1802,Landlord or property agent banning order,Live,Service,1,1
71,Multiple occupancy homes,Live,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,1801,Private rented housing inspections,Live,Service,1,1
71,Multiple occupancy homes,Live,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,1798,Rent repayment order,Live,Service,1,1
67,Council and community housing,Live,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,,,,,,1,0
156,Housing allocation,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,86,Allocated council homes,Live,Service,1,1
156,Housing allocation,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,711,Change of housing tenancy,Live,Service,1,1
156,Housing allocation,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,1698,Demoted tenancy,Live,Service,1,1
156,Housing allocation,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,1619,Ending housing tenancy,Live,Service,1,1
156,Housing allocation,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,712,Furnished tenancies,Live,Service,1,1
156,Housing allocation,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,89,Housing allocation system,Live,Service,1,1
156,Housing allocation,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,117,Housing evictions,Live,Service,1,1
156,Housing allocation,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,911,Housing referrals,Live,Service,1,1
156,Housing allocation,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,713,Introductory council tenancies,Live,Service,1,1
156,Housing allocation,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,88,Mutual home exchange,Live,Service,1,1
156,Housing allocation,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,92,Registering for a council property,Live,Service,1,1
157,Housing finance,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,122,Communal heating charge,Live,Service,1,1
157,Housing finance,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,143,Decoration and disturbance allowances,Live,Service,1,1
157,Housing finance,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,123,Home contents insurance,Live,Service,1,1
157,Housing finance,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,124,Housing insurance claims,Live,Service,1,1
157,Housing finance,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,120,Housing rent,Live,Service,1,1
157,Housing finance,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,148,Housing rent setting,Live,Service,1,1
157,Housing finance,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,1771,Housing service charges,Live,Service,1,1
157,Housing finance,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,119,Late tenancy arrears,Live,Service,1,1
157,Housing finance,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,116,Rent arrears,Live,Service,1,1
157,Housing finance,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,151,Right to buy your home,Live,Service,1,1
158,Housing policy,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,1123,Affordable housing,Live,Service,1,1
158,Housing policy,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,913,Empty residential properties,Live,Service,1,1
158,Housing policy,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,85,Hard to let properties,Live,Service,1,1
158,Housing policy,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,912,House clearance and re-housing,Live,Service,1,1
158,Housing policy,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,87,Housing association  nomination and registration,Live,Service,1,1
158,Housing policy,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,1777,Housing transfer to private registered provider,Live,Service,1,1
158,Housing policy,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,1720,Shared home ownership,Live,Service,1,1
158,Housing policy,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,868,Social housing policy,Live,Service,1,1
158,Housing policy,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,101,Unauthorised house occupants,Live,Service,1,1
159,Housing services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,1142,Caretaking,Live,Service,1,1
159,Housing services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,115,Garage lettings,Live,Service,1,1
159,Housing services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,1796,Gas safety inspection,Live,Service,1,1
159,Housing services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,91,Housing tenant support,Live,Service,1,1
159,Housing services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,665,New tenant support,Live,Service,1,1
159,Housing services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,654,Tenant housing alterations,Live,Service,1,1
159,Housing services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,1012,Tenant participation,Live,Service,1,1
159,Housing services,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,157,Property deeds,Discontinued,Service,1,0
72,Leisure and culture,Live,,2013-04-03,2013-04-03,,Function,,,,,,,,,,1,0
73,Arts and entertainment,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,1372,Art commissions,Live,Service,1,1
73,Arts and entertainment,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,1791,Arts  and creative classes,Live,Service,1,1
73,Arts and entertainment,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,884,Arts development,Live,Service,1,1
73,Arts and entertainment,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,838,Arts organisations and events,Live,Service,1,1
73,Arts and entertainment,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,1517,Music rooms and recording studios,Live,Service,1,1
74,Events and exhibitions,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,468,Countryside events,Live,Service,1,1
74,Events and exhibitions,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,624,Exhibitions,Live,Service,1,1
74,Events and exhibitions,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,463,Outdoor events,Live,Service,1,1
75,Leisure activities,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,1466,Accessibility of local facilities,Live,Service,1,1
75,Leisure activities,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,642,Activities for children and young people,Live,Service,1,1
75,Leisure activities,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,640,Activities for older people,Live,Service,1,1
75,Leisure activities,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,1789,Exercise and fitness classes,Live,Service,1,1
75,Leisure activities,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,465,Fishing ,Live,Service,1,1
75,Leisure activities,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,241,Inclusive leisure and social activities,Live,Service,1,1
75,Leisure activities,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,456,Leisure passes,Live,Service,1,1
75,Leisure activities,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,1793,Outdoor activities,Live,Service,1,1
75,Leisure activities,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,643,Young people's organised activities,Discontinued,Service,1,0
77,Local history and heritage,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,604,"Archive loans, donations, bequests and sales",Live,Service,1,1
77,Local history and heritage,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,605,Archive withdrawals,Live,Service,1,1
77,Local history and heritage,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,1654,Armed forces community covenant,Live,Service,1,1
77,Local history and heritage,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,1653,Community asset transfer,Live,Service,1,1
77,Local history and heritage,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,841,Historic sites maintenance,Live,Service,1,1
77,Local history and heritage,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,849,Memorial provision and maintenance,Live,Service,1,1
78,Museums and galleries,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,621,"Museum and gallery loans, donations and bequests",Live,Service,1,1
78,Museums and galleries,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,839,Museum and gallery shops,Live,Service,1,1
78,Museums and galleries,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,1018,Museum collections,Live,Service,1,1
78,Museums and galleries,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,1020,Museum events and exhibitions,Live,Service,1,1
78,Museums and galleries,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,620,Museums and galleries,Live,Service,1,1
80,Sports and sporting venues,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,336,Municipal golf courses,Live,Service,1,1
80,Sports and sporting venues,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,1081,Outdoor activity centres,Live,Service,1,1
80,Sports and sporting venues,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,641,Sports clubs and groups,Live,Service,1,1
80,Sports and sporting venues,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,885,Sports development,Live,Service,1,1
